golden_tweet_id,golden_text,golden_intent,rank,similarity,historical_customer_text,historical_brand_reply
2719392,"@AmazonHelp C'était le 14 avant 22h, puis le 17 avant 22h et ensuite le 18 avant 22h et maintenant j'attends des ""informations complémentaires"" !",non_action_or_context,1,0.3973045356714018,"@AmazonHelp Tout s’est bien passé livré avant 22h.
Merci à vous 😘",@696994 Heureux de l'entendre :) J'espère que ce que vous avez commandé vous conviendra ;) ^MH
2719392,"@AmazonHelp C'était le 14 avant 22h, puis le 17 avant 22h et ensuite le 18 avant 22h et maintenant j'attends des ""informations complémentaires"" !",non_action_or_context,2,0.34080473558026936,"@AmazonHelp Réceptionné à l'instant, 10 minutes avant 22h. Cela dit le site de TNT annonçait une livraison demain 15h! Merci de votre retour https://t.co/GCruX1Dfw8",@458628 Ravi d'apprendre que vous ayez pu le récupérer. Merci pour votre patience et compréhension. ^MH
2719392,"@AmazonHelp C'était le 14 avant 22h, puis le 17 avant 22h et ensuite le 18 avant 22h et maintenant j'attends des ""informations complémentaires"" !",non_action_or_context,3,0.3405473521145132,Les livreurs d' @115821 qui scan les colis avant 22h alors qu'ils n'ont rien livré pendez-vous,"@345814 Bjr, je suis désolé d'apprendre cela, je vous suggère de contacter notre SAV pour vérifier immédiatement avec le transporteur.^"
78682,@AmazonHelp Well when I sent the message it stated 12 hours and before that when I called I was told I would get a call back within 2 hours it’s how well over 12 hours and I have had no contact,non_action_or_context,1,0.3851219229021068,@AmazonHelp Over 12 hours and NOTHING yet.,@179898 Thanks for keeping us posted! I'd like to have a team member look into this! Add your info here: https://t.co/uwXEX2qsxr ^FR
78682,@AmazonHelp Well when I sent the message it stated 12 hours and before that when I called I was told I would get a call back within 2 hours it’s how well over 12 hours and I have had no contact,non_action_or_context,2,0.3468987280499471,@AmazonHelp it has been over 12 hours and still not received a reply,"@149078 Hi, as soon as your details are looked into by the social media team you'll get an update."
78682,@AmazonHelp Well when I sent the message it stated 12 hours and before that when I called I was told I would get a call back within 2 hours it’s how well over 12 hours and I have had no contact,non_action_or_context,3,0.2933619144267237,"@AmazonHelp I was told, I'll get a call in 12 hours. It is 36 hours. No call yet. And you deleted the tweet.",@330267 received a correspondence from us. Kindly check here: https://t.co/8DAc10S7ww ^AK (2/2)
1041247,@AmazonHelp I need to know to status of my order.,order_status,1,0.42857932076476174,@AmazonHelp I need to know about Kindle KDP.,@637503 That's great. You can find all the relevant info here: https://t.co/SPau0uvb6P kindly take a look. ^MS
1041247,@AmazonHelp I need to know to status of my order.,order_status,2,0.4125103603556867,"@AmazonHelp 
I need to know about Amazon pay",@722083 Amazon Pay balance is a digital wallet solution provided to you by Amazon using which you can make online transactions on Amazon.in and our partner websites &amp; apps. For more information pelase go through the link: https://t.co/zzrRxASSJV. ^JS
1041247,@AmazonHelp I need to know to status of my order.,order_status,3,0.38071757410604934,@AmazonHelp I need to know why you keep blocking it!,@313526 Apologies - we can not access your Account via Social Media - pls contact us so we can assist ^TD
2615096,@AmazonHelp Ce matin à 10h alors que le colis était censé être livré aujourd'hui,non_action_or_context,1,0.37546432814905467,"@AmazonHelp Que le colis était initialement prévu vendredi, et qu'il a été reprogrammé aujourd'hui.","@258290 Entendu, tenez nous au courant en cas de besoin. ^KD"
2615096,@AmazonHelp Ce matin à 10h alors que le colis était censé être livré aujourd'hui,non_action_or_context,2,0.3745484737801604,@AmazonHelp Non seulement de confirmation de commande mais l'article est censé être livré aujourd'hui,"@739508 Nous allons de suite remonter cela, je vous prie également de le signaler à notre SAV via: https://t.co/hgIrz98cdI afin d'y remédier avec la commande.
^KE"
2615096,@AmazonHelp Ce matin à 10h alors que le colis était censé être livré aujourd'hui,non_action_or_context,3,0.3467451660327893,"@132743 Lol, @AmazonHelp c'est une blague ? Il était censé être livré le 10/11, je bosse comment moi ?","@672109 Bonjour, désolée pour cela. Je vous prie de signaler ce retard à notre SAV via le lien suivant : https://t.co/hgIrz98cdI ^MA"
1432232,@AmazonHelp Merci. Bonne fin de journée.,non_action_or_context,1,0.7737154021297649,@AmazonHelp Merci pour l'info. Bonne fin de journée.,@511103 À votre service. Bonne fin de journée à vous aussi. ^FA
1432232,@AmazonHelp Merci. Bonne fin de journée.,non_action_or_context,2,0.748436052791272,@AmazonHelp Merci bien. Je n'hésiterai pas. Bonne fin de journée.,@511103 Bonne journée à vous 🙂 ^MA
1432232,@AmazonHelp Merci. Bonne fin de journée.,non_action_or_context,3,0.695217439418619,@AmazonHelp Merci pour vos réponses. Bonne fin de journée,@526195 À votre service. Bonne fin de journée à vous également. ^FA
2294193,@AmazonHelp I gave you the order number. I can't imagine you don't have more information and historical information available to you than I do. It's UPS 1Z9763FA0203582109 and the delivery date had been Yesterday 11/10 It is marked as 2nd day air.,delivery_issue,1,0.23631183684910562,@AmazonHelp *gave,@196513 Please be sure to check your Spam/Junk folders. Or visit our Message Center here: https://t.co/URCTXeMWHa for E-mails from us!^FR
2294193,@AmazonHelp I gave you the order number. I can't imagine you don't have more information and historical information available to you than I do. It's UPS 1Z9763FA0203582109 and the delivery date had been Yesterday 11/10 It is marked as 2nd day air.,delivery_issue,2,0.22853398330045288,@AmazonHelp it's UPS,@202131 Late packages usually arrive within a day or two. Does the carrier website have any additional insight to the delay? ^EA
2294193,@AmazonHelp I gave you the order number. I can't imagine you don't have more information and historical information available to you than I do. It's UPS 1Z9763FA0203582109 and the delivery date had been Yesterday 11/10 It is marked as 2nd day air.,delivery_issue,3,0.22853398330045288,@AmazonHelp It’s ups.,"@820441 I'm sorry for the wait! Have we missed the delivery date confirmed via e-mail
 here: https://t.co/Y5jpI9gRhE ^LL"
741555,@AmazonHelp Yes. It's because @115821 sold my preorder on the Treasure Truck instead of sending it to people who pre ordered it!,delivery_issue,1,0.2887600554551977,"@115821 @AmazonHelp how come I can't get my SNES that I pre-ordered on 8/22, but you sold it on a treasure truck instead...smh #LetDown",@170828 What estimated delivery date were you given? What's the latest info here: https://t.co/Y5jpI9gRhE ^RS
741555,@AmazonHelp Yes. It's because @115821 sold my preorder on the Treasure Truck instead of sending it to people who pre ordered it!,delivery_issue,2,0.2680891193342439,Oh yeah @115821! Thanks for Treasure Truck fun!! https://t.co/3E0hJk1AWO,"@156598 Oh, how fun! What'd you get!? ^LR"
741555,@AmazonHelp Yes. It's because @115821 sold my preorder on the Treasure Truck instead of sending it to people who pre ordered it!,delivery_issue,3,0.25971131922932744,@AmazonHelp Yes it was!,@196707 Are there any updates available on the order details: https://t.co/Y5jpI9gRhE?  ^EP
1390009,@AmazonHelp It's a day 3 my product is out for delivery. But I didn't get any contact details of delivery agent. Plz help me with only contact no.,delivery_issue,1,0.30843573259459534,@AmazonHelp Nooo.juz help me with contact details 😈😈u fools,"@442795 As Twitter is a social media platform, we're unable to share details, for more help, please reply to the email sent by us.^RS"
1390009,@AmazonHelp It's a day 3 my product is out for delivery. But I didn't get any contact details of delivery agent. Plz help me with only contact no.,delivery_issue,2,0.3067907938023844,@AmazonHelp Shashank Gupta.... Contact no. 9986007002,@558200 We'll not be able to check your information over Twitter. Request you to submit your details in the link shared earlier. ^GK
1390009,@AmazonHelp It's a day 3 my product is out for delivery. But I didn't get any contact details of delivery agent. Plz help me with only contact no.,delivery_issue,3,0.3067907938023844,@AmazonHelp Shashank Gupta.... Contact no. 9986007002,"@558200 Please don't provide your details, as we consider them to be personal information. Our page is visible to the public. ^GK"
1317506,@AmazonHelp Thank you to your online chat team for helping me sort this out my order should be dispatched today and arrive tomorrow before 1 o'clock,non_action_or_context,1,0.35744316009404,@AmazonHelp Can you confirm it will be dispatched today and arrive tomorrow please?,@507530 (2/2) For direct order support please phone or chat with us here: https://t.co/JzP7hlA23B ^AN
1317506,@AmazonHelp Thank you to your online chat team for helping me sort this out my order should be dispatched today and arrive tomorrow before 1 o'clock,non_action_or_context,2,0.35744316009404,@AmazonHelp Can you confirm it will be dispatched today and arrive tomorrow please?,@507530 (1/2) Since we don't have access to your account or orders we won't be able to confirm that.
1317506,@AmazonHelp Thank you to your online chat team for helping me sort this out my order should be dispatched today and arrive tomorrow before 1 o'clock,non_action_or_context,3,0.3444627261793278,@AmazonHelp Thank you for helping me out! 👍🏽🙂,@195475 You're welcome! Keep us posted for any further queries. ^SC
1510496,@AmazonHelp It's being delivered again today. Due Tuesday &amp; each day has said it will be delivered today. It left for locker delivery Tuesday evening.,delivery_issue,1,0.2812253844422909,@AmazonHelp It's still a day late even if it says it's being delivered today. https://t.co/vF67pfyJqm,@480672 My apologies for this Stacey. Please get in touch with us: https://t.co/JzP7hlA23B and we'll be happy to investigate. ^DC
1510496,@AmazonHelp It's being delivered again today. Due Tuesday &amp; each day has said it will be delivered today. It left for locker delivery Tuesday evening.,delivery_issue,2,0.2734358239499076,@AmazonHelp It says it’s being delivered tomorrow x,"@158304 Apologies, please contact us here: https://t.co/JzP7hlA23B to report the delay. ^JJ"
1510496,@AmazonHelp It's being delivered again today. Due Tuesday &amp; each day has said it will be delivered today. It left for locker delivery Tuesday evening.,delivery_issue,3,0.26284295423281234,@AmazonHelp @AmazonHelp no it just says it will be delivered today,"@129582 If your order hasn't arrived by tomorrow at 21:00, please contact us here for available options: https://t.co/JzP7hlA23B ^LR"
1303649,@AmazonHelp This is the latest one I have received. Now stop this nonsense please. https://t.co/XcNWe8q0FQ,delivery_issue,1,0.3772416365893615,Hey @amazonhelp what is this nonsense? https://t.co/xqhRYBmFkv,"@727551 Oh my! I'm sorry for the troubles. Just to clarify, what is the current order status showing? ^AL"
1303649,@AmazonHelp This is the latest one I have received. Now stop this nonsense please. https://t.co/XcNWe8q0FQ,delivery_issue,2,0.33502717075973354,"You drunk, @115850 ? Geeeeez... Stop this teasing! https://t.co/3kc6ahrpSS",@383102 I'm sorry about the inconvenience. Seems to be some confusion. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'll check this for you. ^SG
1303649,@AmazonHelp This is the latest one I have received. Now stop this nonsense please. https://t.co/XcNWe8q0FQ,delivery_issue,3,0.31725606423049457,@AmazonHelp This is the one: https://t.co/kIe42DHIsx,@671824 Thank's for the link. I'll surely forward this to our concerned team internally. ^SH
2238481,"@AmazonHelp it's an item I need today though, so if it isn't here by 9pm it will be too late? this happens often when it hasn't shipped by at least noon",delivery_issue,1,0.26719106572485357,@AmazonHelp my delivery says it will be here by 9pm and it’s still dispatching at 9:28pm https://t.co/vTBaguAPQx,@531444 I'm sorry for this wait. Please use the following link so that we may do so: https://t.co/JzP7hlA23B ^DO
2238481,"@AmazonHelp it's an item I need today though, so if it isn't here by 9pm it will be too late? this happens often when it hasn't shipped by at least noon",delivery_issue,2,0.25504485851585784,@AmazonHelp if it isn't here by 1pm ill be refunding that 90 beans,@272633 I'm sorry for the wait! Please keep us updated! ^WT
2238481,"@AmazonHelp it's an item I need today though, so if it isn't here by 9pm it will be too late? this happens often when it hasn't shipped by at least noon",delivery_issue,3,0.24242177135979376,@AmazonHelp @AmazonHelp It says you will call in 12hrs. But it will be too late I want the product delivered today as you promised!! Tomm is too late.,@510019 Please fill in the details in the link which was provided earlier. We will contact you at the earliest. ^BV
1293713,@AmazonHelp Today im not going to be able to answer the door bc im locked in. And i NEED these supplies today for a commission 😂😭,non_action_or_context,1,0.2658873835237128,@AmazonHelp Today :),"@279909 Thanks for clarifying. While I understand this may be disappointing, please reach us here: https://t.co/JzP7hlA23B for available options if the tracking hasn't updated by morning. ^EZ"
1293713,@AmazonHelp Today im not going to be able to answer the door bc im locked in. And i NEED these supplies today for a commission 😂😭,non_action_or_context,2,0.2658873835237128,@AmazonHelp Today,"@533091 Were you sent an email about the delay that gave insight? Be sure to check SPAM just in case, it sometimes goes there. ^RM"
1293713,@AmazonHelp Today im not going to be able to answer the door bc im locked in. And i NEED these supplies today for a commission 😂😭,non_action_or_context,3,0.2658873835237128,@AmazonHelp Today.,@424985 Which carrier is delivering it? You can find that using the link ^BA provided. ^LI
2923515,@AmazonHelp こちらこそいつもありがとうございます。色々と助かってます。私のプレゼントもアマゾンさまから届くといいのですが(^_^;)残念ながら旦那サンタは見ていないようです,non_action_or_context,1,1.0,@AmazonHelp ご返答ありがとうございます。ちなみに韓国ドラマの朱蒙がとても見たいので、今は配信停止しているようですが再開を期待してます。大変だと思いますが頑張ってください！,"@774059 恐れ入ります m(_ _)m　これからもお客様にお楽しみいただけるよう、セレクション拡大に努めてまいりますので、今後もご愛顧いただければ幸いに存じます。
リプライいただきありがとうございました！HM"
2923515,@AmazonHelp こちらこそいつもありがとうございます。色々と助かってます。私のプレゼントもアマゾンさまから届くといいのですが(^_^;)残念ながら旦那サンタは見ていないようです,non_action_or_context,2,1.0,@AmazonHelp これはご丁寧にありがとうございます。サービスが充実しているので今は満足しています。ところでこのような個別リプは大変な作業かと思いますし逆にアレルギーが出る方も中にはいるかと思います。この業務を通じての顧客反応や費用対効果はどんなもんですか？,@774059 ご希望に沿えず申し訳ございませんが、お客様の反応やその効果についてはご案内しておりません。何卒ご了承ください。リプライありがとうございました。　SM
2923515,@AmazonHelp こちらこそいつもありがとうございます。色々と助かってます。私のプレゼントもアマゾンさまから届くといいのですが(^_^;)残念ながら旦那サンタは見ていないようです,non_action_or_context,3,1.0,@AmazonHelp 😥😥😢😢😭😭,@425205 No te pongas triste. Hay muchas series buenas para disfrutar. 😍📺  ^JJ
1798441,"@AmazonHelp The manager I finally xferred to is trying to make it right, but it should not have taken a manager.",non_action_or_context,1,0.2723255415458373,@AmazonHelp @115821 @AmazonHelp  have not received the manager callback till now,"@297928 We'd like to understand this better. Please share the required details, here: https://t.co/GIJyeYqKE0. ^YP"
1798441,"@AmazonHelp The manager I finally xferred to is trying to make it right, but it should not have taken a manager.",non_action_or_context,2,0.2332950240115989,@AmazonHelp The manager hasn't returned my call ! This is really the absolute limit,"@478937 Hello, were you provided with a time frame that the manager would reach out to you? ^CR"
1798441,"@AmazonHelp The manager I finally xferred to is trying to make it right, but it should not have taken a manager.",non_action_or_context,3,0.23258651860886045,@AmazonHelp now it’s been 13min on hold and the manager still hasn’t picked up,@184130 I'm so sorry for the inconvenience! Please keep us posted if there is anything further needed . ^MO
245885,@AmazonHelp Sir I have mailed the courier recipient but Amazon is asking written letter from courier officials apart from recipient to prove courier chg,non_action_or_context,1,0.26833250037610357,@AmazonHelp have mailed,@148055 Thank you for writing to us. Our support team will get back to you at the earliest. ^BV
245885,@AmazonHelp Sir I have mailed the courier recipient but Amazon is asking written letter from courier officials apart from recipient to prove courier chg,non_action_or_context,2,0.2274402430560594,@AmazonHelp But I don't know why I do need to do this when I already provided the recipient which I got from courier (1/2),"@171909 If you've already shared the courier slip, our team will do the needful. If not, kindly resend the attachment again. ^SG"
245885,@AmazonHelp Sir I have mailed the courier recipient but Amazon is asking written letter from courier officials apart from recipient to prove courier chg,non_action_or_context,3,0.21977262484240173,@AmazonHelp I have contacted support team but now seller is asking me to contact the courier for delivery. Courier number provided is nonexistent.,@468208 I’d like to help you; Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^JS
127402,@AmazonHelp It's definitely the app that's the issue because clicking on the link you gave me opens it up in the Twitter in-app browser on mobile and that allows me to successfully login. It's specifically the app that won't let me login.,account_login,1,0.3322200126095082,@AmazonHelp i can't login on the web browser but the app allows me to login i get a message saying i need to provet that it is me,"@650924 Please try to clear your cookies, cache, and utilizing another browser. Let us know if that works for you! ^SH"
127402,@AmazonHelp It's definitely the app that's the issue because clicking on the link you gave me opens it up in the Twitter in-app browser on mobile and that allows me to successfully login. It's specifically the app that won't let me login.,account_login,2,0.28899065547278757,@AmazonHelp The app,"@488798 Hello, which site are you using ? https://t.co/nUUp5MLhYl or https://t.co/ykTUEmdsQA ? ^CR"
127402,@AmazonHelp It's definitely the app that's the issue because clicking on the link you gave me opens it up in the Twitter in-app browser on mobile and that allows me to successfully login. It's specifically the app that won't let me login.,account_login,3,0.2550534174425688,"@AmazonHelp It’s not just the app, it’s kindle, safari and the app!","@289775 If you're signed in on one of our apps, all other Amazon apps on your device will be signed in to the same account. ^BH"
530419,@AmazonHelp Weather Disaster??? Weather was good in Gurgaon in last week. Not understanding this reason for delayed my product.,non_action_or_context,1,0.2795848551935468,@AmazonHelp why my product delayed due to weather. https://t.co/32hqx81aUJ,"@764185 Apologies for the delay in transit due to unforeseen weather conditions, Akshay. I'd request you to wait until the new delivery date. I appreciate your patience. ^JC"
530419,@AmazonHelp Weather Disaster??? Weather was good in Gurgaon in last week. Not understanding this reason for delayed my product.,non_action_or_context,2,0.2225077002850955,Hey @115833 where does #Alexa get her weather info?! She's been 5° off from Weather Channel for a week! #Echo,"@156635 Hello Kristine! Thanks for reaching out today w/ your question. As found here: https://t.co/6WwGGYtAjg Alexa will pull from AccuWeather for its weather details. Also, please make sure your location is accurate here: https://t.co/aefYQfu05T ^TM"
530419,@AmazonHelp Weather Disaster??? Weather was good in Gurgaon in last week. Not understanding this reason for delayed my product.,non_action_or_context,3,0.21564272211936655,Amazon have delayed my copy of Xenoblade 2 till next week........not....happpy https://t.co/YALRNXPZZu,"@228489 Hi, I am sorry to hear about that did you receive an email from us explaining why there is a delay? ^HS"
514664,@AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible,non_action_or_context,1,0.4885462018172482,@AmazonHelp Directamente de Amazon...,@576394 Te has comunicado con el transportista Sandra? Si no lo has hecho puedes hacerlo siguiendo este enlace: https://t.co/mf6F3TXXu8   ^JJ
514664,@AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible,non_action_or_context,2,0.38636053149334376,@AmazonHelp Vendidos y enviados por Amazon,@816580 En el correo electrónico que recibiste ¿se te indicó el motivo del retraso? ^MZ
514664,@AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible,non_action_or_context,3,0.37871040272243933,@AmazonHelp Por amazon directamente.,"@248239 Ana, ¿ya verificaste la siguiente información sobre como contactar al transportista, accesando el siguiente enlace?: https://t.co/QuK3kbLa0x. ^NB"
1469146,"@AmazonHelp It shows a new delivery date of tomorrow or Saturday. That’s rude, I️ could’ve gotten it at the store. 😑",delivery_issue,1,0.28637393390641225,@115821 what’s the point of preordering the book if i could’ve gotten it faster by ordering it today?? https://t.co/kb2K8GeTKc,"@291347 I'm sorry for the wait, Emily! Was this placed as a Prime order with Two-Day Shipping? ^WT"
1469146,"@AmazonHelp It shows a new delivery date of tomorrow or Saturday. That’s rude, I️ could’ve gotten it at the store. 😑",delivery_issue,2,0.2822092466513868,"@AmazonHelp New delivery date of today given, still waiting",@321571 Please keep us posted. Hope you receive your order soon. ^DA
1469146,"@AmazonHelp It shows a new delivery date of tomorrow or Saturday. That’s rude, I️ could’ve gotten it at the store. 😑",delivery_issue,3,0.27386894018128505,@AmazonHelp  @UPSHelp I'm getting a delivery date of Oct 30th from ups but a delivery date of tomorrow from Amazon for #MarioOdyssey,@425353 I'm sorry for the conflicting information. Please reach out to us so we can take a closer look here: https://t.co/hApLpMlfHN ^DG
1075575,@AmazonHelp Filled out.,non_action_or_context,1,0.7580374651793456,@AmazonHelp I filled out the form.,@346903 I've confirmed we have your information. Keep an eye on your e-mails for any updates. ^EP
1075575,@AmazonHelp Filled out.,non_action_or_context,2,0.7416016047653089,@AmazonHelp Filled out and sent.,@658813 Thanks for the update! A member of our team will be getting back to you soon. ^SE
1075575,@AmazonHelp Filled out.,non_action_or_context,3,0.7252275732195431,@AmazonHelp filled,@214410 We have responded to you via an email on the registered email address. Kindly revert to the email sent for more information. ^KS
1615564,@AmazonHelp You can easily resolve my prob but simply u didn't want to return my money you are wasting my time! But i will not keep quiet! I wil xpose u,refund_issue,1,0.27598891421309274,@AmazonHelp Why you are wasting my time again and again...again i received email asking me too explain my issue which i alread did to your 10 executive... please give me some escalation contact... frankly you are just wasting my time,@442894 Kindly write back to the email you've received from our team and we will reach out to you soon. ^GK
1615564,@AmazonHelp You can easily resolve my prob but simply u didn't want to return my money you are wasting my time! But i will not keep quiet! I wil xpose u,refund_issue,2,0.2709326797022602,@AmazonHelp already told you form was filled yesterday. You are wasting my time instead solving the issue,@174664 If you have filled your details then you must have received a correspondence from us. Request you to check the same. ^SH
1615564,@AmazonHelp You can easily resolve my prob but simply u didn't want to return my money you are wasting my time! But i will not keep quiet! I wil xpose u,refund_issue,3,0.2493997425172404,@AmazonHelp you cheats! When u will return my money?,@164808 I request you to reply to our email with your concern so that we can assist you accordingly. ^VH
140990,"@AmazonHelp ok, will do. thanks",non_action_or_context,1,1.0,"@AmazonHelp Ok will do, thanks","@667570 You're welcome, Janice! We hope you have a great rest of your day! ^CS"
140990,"@AmazonHelp ok, will do. thanks",non_action_or_context,2,0.6904608193178416,@AmazonHelp ok i will do that thanks,"@764057 Thanks for understanding, Venkatesh. Please keep us posted. ^NK"
140990,"@AmazonHelp ok, will do. thanks",non_action_or_context,3,0.6678162507980859,"@AmazonHelp Will do, thanks.","@147322 Our pleasure, Emily! Please let us know if you need further assistance today. We're always here to lend a helping hand! ^KN"
815570,"@AmazonHelp Ok ya está, pero para cambiarla en un pedido que ya está en camino? Me sigue saliendo la antigua...",non_action_or_context,1,0.4549812371752358,@AmazonHelp Lo intentaré. Es referente a la dirección incorrecta de un paquete que ya está en camino. Por eso la urgencia de una llamada.,"@637965 Andi, nuestros compañeros de Soporte al Cliente están disponibles a partir de las 7:00, intenta nuevamente por teléfono. 😊 ^DA"
815570,"@AmazonHelp Ok ya está, pero para cambiarla en un pedido que ya está en camino? Me sigue saliendo la antigua...",non_action_or_context,2,0.4540184970700337,@AmazonHelp Ya está solucionado.,"@667903 Excelente, recuerda que estamos aquí para ayudarte siempre que lo necesites. ^HC"
815570,"@AmazonHelp Ok ya está, pero para cambiarla en un pedido que ya está en camino? Me sigue saliendo la antigua...",non_action_or_context,3,0.43381699256525486,Me dice @116928 que mi Digibook de #WonderWoman ya está en camino. No llega hasta el viernes. https://t.co/J2d3QhXCyp,"@216863 Ya casi llegamos, no te preocupes 😊 Apenas lo recibas avísanos ^LG"
2898960,"@AmazonHelp I am 100% that I did cancel it, but found out I was charged yesterday. I'm not sure I understand how it works if I cancel and am still charged.",cancel_order,1,0.24053043973448077,@AmazonHelp I am still waiting,@326613 Please wait till the requested time frame and we'll reach out to you soon. ^HK
