tweet_id,author_id,created_at,text,parent_tweet_id
1510496,470590,Fri Nov 03 14:48:32 +0000 2017,@AmazonHelp It's being delivered again today. Due Tuesday &amp; each day has said it will be delivered today. It left for locker delivery Tuesday evening.,1510493
1303649,319629,Mon Oct 16 17:50:45 +0000 2017,@AmazonHelp This is the latest one I have received. Now stop this nonsense please. https://t.co/XcNWe8q0FQ,1303648
2238481,652712,Mon Nov 06 19:50:11 +0000 2017,"@AmazonHelp it's an item I need today though, so if it isn't here by 9pm it will be too late? this happens often when it hasn't shipped by at least noon",2238480
1293713,422535,Fri Oct 27 08:20:46 +0000 2017,@AmazonHelp Today im not going to be able to answer the door bc im locked in. And i NEED these supplies today for a commission 😂😭,1293712
2923515,809020,Wed Nov 29 02:35:01 +0000 2017,@AmazonHelp こちらこそいつもありがとうございます。色々と助かってます。私のプレゼントもアマゾンさまから届くといいのですが(^_^;)残念ながら旦那サンタは見ていないようです,2923514
1798441,540376,Wed Oct 18 01:16:47 +0000 2017,"@AmazonHelp The manager I finally xferred to is trying to make it right, but it should not have taken a manager.",1798433
245885,171909,Thu Oct 05 16:59:58 +0000 2017,@AmazonHelp Sir I have mailed the courier recipient but Amazon is asking written letter from courier officials apart from recipient to prove courier chg,245884
127402,144608,Fri Nov 24 04:15:48 +0000 2017,@AmazonHelp It's definitely the app that's the issue because clicking on the link you gave me opens it up in the Twitter in-app browser on mobile and that allows me to successfully login. It's specifically the app that won't let me login.,127401
530419,242844,Sat Dec 02 09:41:03 +0000 2017,@AmazonHelp Weather Disaster??? Weather was good in Gurgaon in last week. Not understanding this reason for delayed my product.,530418
514664,238506,Sat Dec 02 00:25:00 +0000 2017,@AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible,514663
1469146,448572,Fri Nov 03 00:35:57 +0000 2017,"@AmazonHelp It shows a new delivery date of tomorrow or Saturday. That’s rude, I️ could’ve gotten it at the store. 😑",1469145
1075575,373775,Sun Oct 15 01:03:42 +0000 2017,@AmazonHelp Filled out.,1075574
1615564,164808,Sun Nov 05 15:39:54 +0000 2017,@AmazonHelp You can easily resolve my prob but simply u didn't want to return my money you are wasting my time! But i will not keep quiet! I wil xpose u,1615560
140990,147809,Fri Nov 24 12:39:12 +0000 2017,"@AmazonHelp ok, will do. thanks",140989
815570,314208,Wed Nov 08 09:28:31 +0000 2017,"@AmazonHelp Ok ya está, pero para cambiarla en un pedido que ya está en camino? Me sigue saliendo la antigua...",815572
2898960,803132,Wed Nov 29 01:06:44 +0000 2017,"@AmazonHelp I am 100% that I did cancel it, but found out I was charged yesterday. I'm not sure I understand how it works if I cancel and am still charged.",2898959
1261821,415585,Fri Oct 27 05:54:35 +0000 2017,@AmazonHelp Ancora risulta non spedito...estremamente deluso...ho contatto il servizio ma non ho avuto risposte..,1261820
206100,164806,Tue Nov 07 12:53:36 +0000 2017,"@AmazonHelp Chatted w/ Customer Service yesterday. They said “It'll be delivered before Tuesday, November 7, 2017 12:00 AM (PST).” Still no package. :(",206098
1860946,556246,Wed Nov 22 07:10:52 +0000 2017,@AmazonHelp Got it figured out thank you,1860945
256686,177043,Thu Oct 05 19:27:37 +0000 2017,@AmazonHelp Will Cash back amount transferred to my account,256685
948456,344926,Tue Oct 31 03:40:28 +0000 2017,@AmazonHelp It's definitely a network issue. not sure at all what's causing it.,948455
2950819,814863,Wed Nov 29 19:42:52 +0000 2017,@AmazonHelp es un vendedor externo del sitio de uds.,2950818
358782,200975,Mon Oct 09 06:09:00 +0000 2017,@AmazonHelp So how to use gift card ?? I have balance but can’t order,358781
1201257,137608,Wed Oct 25 12:55:13 +0000 2017,@AmazonHelp For the 3rd time - I ordered a gift that was $253. It dropped in price the day after I ordered - it hadn't even arrived at my house yet /1,1201258
1082342,208453,Tue Oct 24 13:48:37 +0000 2017,"@AmazonHelp I did. That is how I learned the ability to get estimates doesn't exist. Update your records @AmazonHelp  
All a BIG waste of time!",1082341
2205209,161019,Thu Nov 09 22:31:40 +0000 2017,@AmazonHelp November 16th when the deluxe which I preordered releases on the 14th.,2205210
1258279,414841,Sat Oct 28 17:43:26 +0000 2017,@AmazonHelp Connection is also not fetching any results... Amazon help is fake,1258277
1136583,387760,Tue Oct 24 10:03:03 +0000 2017,@AmazonHelp I had purchased a BPL TV on 17.10.17 vide order id 404 9362662 5480344 bt it was arrived DOA and the screen badly damaged. Placed for return,1136580
2093938,618698,Wed Nov 08 11:16:54 +0000 2017,@AmazonHelp यहorder mi store से किया था mi storeवालो ने बडी चालाकी होशियारी से इसorderको इसलिए बीच रास्ते सेreturnकिया था ताकि यह2000रूपये बचा सके क्योकि मेराorderदीवालीofferमें था https://t.co/rcJYqbGeTu,2093936
778160,305547,Thu Oct 12 04:01:27 +0000 2017,@AmazonHelp I have filled these details last night which I have received on Facebook.,778170
794473,309431,Thu Oct 12 14:11:20 +0000 2017,"@AmazonHelp Err : 'we are not able to find your order, for more please our website'.

It that mean without any order i cannot talk to customer care.",794472
77332,133239,Thu Nov 30 14:11:20 +0000 2017,@AmazonHelp Are you saying an Amazon customer that can’t understand the Indian customer service really can understand them? And I’m unable to speak to anyone in America? Please advise,77330
1729620,522743,Tue Nov 07 11:52:21 +0000 2017,"@AmazonHelp Yes, I hace already dropped them an email. Waiting for the reply.",1729619
2747148,769251,Tue Nov 21 00:52:51 +0000 2017,"@AmazonHelp Hola, el anuncio decía entrega en 1 día. Lo compré el 17 Nov y el 18 Nov el rastreo decia que me lo entregarían ese día. Entrega al día siguiente para mi significa eso. Por eso me suscribí a Prime. Tengo las capturas de pantalla de todo el proceso. https://t.co/s7LpkITn52",2747147
1816375,545634,Wed Oct 18 04:17:41 +0000 2017,"@AmazonHelp Not able to login ....
If I go using Forgot password, followed by Authorisation code - it does not allow me to checkout ...",1816373
988059,354106,Wed Oct 18 03:09:45 +0000 2017,@AmazonHelp Filled in the details.. talked to CC Rep on 15 oct.. was told that return will be picked up in 24 hrs.. its 18 Oct now. Still no show!,988058
581173,256947,Sun Dec 03 12:37:47 +0000 2017,@AmazonHelp Hi - yeah I ordered it yesterday on Prime and the delivery date says today. https://t.co/OR1HH1BiB2,581172
577082,255818,Sun Dec 03 17:59:28 +0000 2017,@AmazonHelp They just keep telling me they refunded me so they can't do anything else! I didn't ask them to refund me. You've given me nothing but hollow apologies.,577081
23980,121155,Wed Nov 01 10:42:34 +0000 2017,@AmazonHelp one of your amazon colleagues said there is an issue with the system and that it is currently being fixed,23979
1356323,436247,Fri Oct 27 22:03:02 +0000 2017,@AmazonHelp I sent an email to CS earlier. I don’t think it was read. Response had absolutely nothing to to with my situation. Complete waste of time.,1356321
1714198,519112,Wed Oct 18 13:02:57 +0000 2017,@AmazonHelp General experiences with amazon lately. I emailed feedback and got generic form replies...,1714197
2825595,786963,Mon Nov 27 11:29:32 +0000 2017,@AmazonHelp Je vous ai envoyé les informations nécessaires. Veuillez prendre une action bientôt et m'aider à récupérer mes commandes au plus tôt.,2825594
667744,279162,Tue Nov 28 14:29:27 +0000 2017,@AmazonHelp Was there a reaction of the comments you forwarded,667743
1609081,494041,Sun Nov 05 12:42:16 +0000 2017,@AmazonHelp That's fine but when I pay for prime next day delivery I would expect it. Item was a safety gate needed for the next day!,1609080
1211675,404394,Thu Oct 26 09:54:21 +0000 2017,@AmazonHelp I won't at all tolerate such behavior from you Amazon. This is unacceptable. Make sure you take proper action against such staffs of yours,1211672
434439,218231,Tue Oct 10 16:43:30 +0000 2017,@AmazonHelp yes i sent it today,434438
845285,298995,Fri Oct 13 19:44:56 +0000 2017,@AmazonHelp In French,845283
1111497,382348,Sun Oct 15 10:58:18 +0000 2017,"@AmazonHelp Rather than being concern about the customer problem, you are more concerned about the info that highlight your poor service.",1111496
1338511,432212,Mon Oct 16 13:33:46 +0000 2017,@AmazonHelp Are you saying I'll get login details later and can then query it by messaging? At the moment I feel annoyed that Amazon refuse to help.,1338509
31837,123028,Wed Nov 01 12:43:38 +0000 2017,@AmazonHelp i better stop ordering from @115850 and start ordering from elsewhere. there is no more time commitment or customer satisfaction left,31832
2508105,211344,Wed Nov 15 22:02:35 +0000 2017,@AmazonHelp Still trying. Changing deliver from yours to UPS or Fed Ex. But your customer service team can’t quickly help me. They all admit flaws in your system. I’d love to talk to a bigger boss who actually can do something.,2508104
959386,347621,Sat Oct 14 07:34:40 +0000 2017,@AmazonHelp そうなんですね！これから活用していきたいと思います。ありがとうございました！,959385
962050,348284,Sun Oct 22 03:23:34 +0000 2017,@AmazonHelp Why reschedule my order without any information and they mentioned as per customer request order reschedule,962046
425081,216150,Mon Nov 20 18:44:40 +0000 2017,@AmazonHelp I spoke with someone from your leadership group.  The items are made to order and your website was incorrect.  They are addressing the issue.  TY for your reply.,425080
2766252,281039,Tue Nov 21 10:40:36 +0000 2017,@AmazonHelp sir u refund my blance 9997. and 16.11 u agian refund amount revarece debit.,2766251
1409108,447527,Thu Nov 02 02:08:23 +0000 2017,@AmazonHelp  https://t.co/UtpRGE9hcf,1409105
2981839,822421,Thu Nov 30 05:28:25 +0000 2017,"@AmazonHelp こんにちは！まさか！公式さんからコメント頂けるとは！
これ、めちゃくちゃ人気らしいですね！これからも御社のご活躍期待しております！",2981838
516656,239080,Sat Dec 02 02:52:32 +0000 2017,"@AmazonHelp UPS; delayed, due between 12/2 and 12/4. Check back Thursday if not received.",516655
495904,233281,Fri Dec 01 19:16:47 +0000 2017,@AmazonHelp I just spoke to someone thank you!,495903
2939146,138484,Wed Nov 29 13:18:35 +0000 2017,@AmazonHelp  https://t.co/bzhvPNTrE5,2939145
2480144,708749,Mon Oct 30 02:14:49 +0000 2017,"@AmazonHelp Well, just tonight, still another one... also to the Panda locker... This also lists AMZL US as carrier. https://t.co/hZAxIMps3J",2480142
2850759,792670,Mon Nov 27 19:31:26 +0000 2017,@AmazonHelp I contacted customer service and they have processed a refund for me. Lovely service! Thankyou ☺️,2850758
1373382,439645,Thu Oct 19 02:21:35 +0000 2017,@AmazonHelp Not cool at all https://t.co/02MFpAEJ97,1373381
490536,231855,Fri Dec 01 18:19:21 +0000 2017,"@AmazonHelp Gracias, se me olvidaba decir que soy usuario PRIME, lo peor de todo es que esto ya me ha pasado más veces con esta agencia de transportes...la vez anterior con unos cuentos que le compre a mi hijo por su cumpleaños, llegaron 3 días tardes, se lo tuve que dar pasado su cumpleaños",490535
1072661,165817,Mon Oct 23 16:38:11 +0000 2017,@AmazonHelp Thx for info.I'll follow.Kindly consider this request and initiate the refund process and make a note I didn't received this item @115850,1071041
504917,235760,Fri Dec 01 21:02:17 +0000 2017,"@AmazonHelp Unfortunately i do not speak french, can you tell me the correct buttons/links i've got to click?",504916
439315,219329,Wed Oct 11 14:02:25 +0000 2017,@AmazonHelp I haven't.,439314
2608052,639137,Sat Nov 25 23:46:21 +0000 2017,@AmazonHelp Por ahora empezaré con Red Oakes. Y después con Mr. Robot ♥️,2608051
958773,347490,Tue Oct 03 17:04:54 +0000 2017,"@AmazonHelp I lost my prime, my order history (important for my business). It's been a nightmare.",958772
1379362,439341,Mon Oct 16 17:13:59 +0000 2017,@AmazonHelp No thanks. I will go for other alternatives. Thanks for all your help.,1379360
2367927,683416,Mon Nov 13 23:35:56 +0000 2017,@AmazonHelp Vous pouvez venir en pv ?,2367925
2841812,790717,Mon Nov 27 17:05:02 +0000 2017,"@AmazonHelp ah non je ne l'ai pas eu en effet, mais j'ai bien un numéro de suivi étrange ?",2841810
930153,340681,Mon Nov 20 21:11:27 +0000 2017,@AmazonHelp Pretty much the same that I’m getting here. That I have no way to get a receipt for charges on a credit card in my name.,930152
1595361,490184,Sat Nov 04 21:39:22 +0000 2017,@AmazonHelp 😣😣,1595360
1968346,583218,Wed Nov 08 07:21:12 +0000 2017,@AmazonHelp Is this e-mail something that’s supposed to be received right after the chat? Because I have yet to receive it.,1968356
333162,195351,Tue Oct 03 05:59:27 +0000 2017,"@AmazonHelp WHY CAN'T YOU MENTION THE ORDER VALUE,BECAUSE AFTER SOME TIME YOU WILL SAY"" AS PER CO. POLICY WE WON'T REFUND THE FULL AMOUNT"".",333163
1013777,359877,Tue Oct 24 01:10:08 +0000 2017,"@AmazonHelp found it and cancelled, in the meantime we thought the card had been hacked, and got a new debit card.",1013774
153602,151162,Fri Nov 24 16:49:19 +0000 2017,"@AmazonHelp ""We intended to deliver your order 202-0976605-6919522 on 24-Nov.

We’re sorry to tell you that there may be a delay in delivering your order. Please allow an additional day or two for the parcel to arrive"".",153601
31332,122906,Wed Nov 01 12:28:22 +0000 2017,@AmazonHelp Saying arriving Friday,31331
2290879,665416,Tue Nov 14 02:35:00 +0000 2017,@AmazonHelp Have sent it.,2290878
1260156,415248,Thu Oct 26 10:52:40 +0000 2017,@AmazonHelp Should perhaps have mentioned it's the .co.uk site.,1260155
1216300,405401,Thu Oct 26 17:28:47 +0000 2017,@AmazonHelp I don't want your sorry. I want my money back which I paid for a service which you are unable to provide.,1216299
2311434,670347,Thu Nov 16 06:27:36 +0000 2017,@AmazonHelp Its resolved now. Thanks. I hope it will not happen again !,2311433
2406880,302818,Tue Nov 14 17:20:43 +0000 2017,@AmazonHelp Seems like customer trickery and will help ppl like us to choose other stores. Anything you can do to help here?,2406879
486751,161302,Fri Dec 01 15:57:24 +0000 2017,"@AmazonHelp I understand the premise of confirming the card the first time you use it, though. It just stinks I couldn't use my new card for my holiday shopping.",486750
2726730,764659,Mon Nov 20 14:49:37 +0000 2017,@AmazonHelp No I don't want to replace or return I just want my money back. Refund my money immediately and tell to your people collect your article.,2726729
2633224,742037,Tue Oct 31 00:51:20 +0000 2017,@AmazonHelp @115817 I forwarded my information to them. Still waiting for a response.,2627132
963233,348585,Sat Oct 21 22:35:46 +0000 2017,@AmazonHelp Without my consent my order has been delayed &amp; it's updated as on customer request. MAY I KNOW WHY? HOW DARE U GUYS TO UPDATE THE WRONG INFO,963232
2032982,601148,Sun Nov 26 16:41:34 +0000 2017,@AmazonHelp I'm already pretty angry and this is not helping at all. Do you do this to try and wind people up?,2032980
2129437,489037,Sun Oct 29 03:48:29 +0000 2017,"@AmazonHelp (1) No it does not, I also would like to know who the WH Deals shipped my order from cause I received a completed damaged item and would",2129436
281624,183102,Fri Oct 06 11:51:17 +0000 2017,"@AmazonHelp Tengo un pedido pendiente de entrega para hoy,pero aqui no aparece nadie",281623
1140873,388549,Wed Oct 25 14:06:46 +0000 2017,@AmazonHelp Mais les colis sans grande valeur tel la coque du smartphone commandé est arrivée dans ma boîte aux lettres sans problème aujourd'hui.,1140871
2814475,784674,Mon Nov 27 02:24:37 +0000 2017,"@AmazonHelp お早い対応ありがとうございます！
助かりました！",2814476
1660098,506437,Mon Nov 06 16:30:52 +0000 2017,"@AmazonHelp Damn it, people! How effing hard is it for you to actually reply to people RIGHT???? Once again, you replied to YOURSELF!!!",1660096
787865,307922,Thu Oct 12 22:56:21 +0000 2017,@AmazonHelp Ok!! Thank you,787864
2161778,634815,Thu Nov 09 07:09:32 +0000 2017,@AmazonHelp This i have done 10 times. i have had chat and call everything but still no written confirmation on my product return request . Amazon india is cheater.. #amazonneedmy15k,2161779
1735218,523970,Tue Nov 07 14:20:23 +0000 2017,@AmazonHelp No I had an email saying I needed to fax information to Amazon from a legitimate Amazon email address before I could access my account.,1735217
1181440,397845,Tue Oct 24 22:28:43 +0000 2017,@AmazonHelp I know my order is eligible for a free return but I'm being charged $1 for printing the return label @ UPS? I don't own a printer??,1181439
373287,204453,Mon Oct 09 00:27:43 +0000 2017,@AmazonHelp I spoke to someone and emailed. Nothing immediate. I have to wait to hear back. I am worried about account security.,373285
2859765,779461,Mon Nov 27 22:52:21 +0000 2017,"@AmazonHelp Time to declare war, I think.",2859764
114363,141423,Thu Nov 23 21:29:33 +0000 2017,"@AmazonHelp Already rang them, got nothing, the hatchlings are now dead so what's the point? Anyone in #doncasterisgreat could have pointed them in the right direction but your drivers don't care about animal welfare just the money. 😡 https://t.co/qFZPuF2SJw",114362
600310,262369,Sun Dec 03 21:03:40 +0000 2017,@AmazonHelp Schönen ersten Advent noch! Vielen Dank für die fixe Antwort!,600311
277083,182213,Sun Oct 15 08:08:49 +0000 2017,@AmazonHelp Don't try to fool me. This is second time for same products. Will take up this with your CEO Mr Amit Agarwal shortly,277082
596766,261464,Sun Dec 03 19:38:05 +0000 2017,"@AmazonHelp I have just sent an email, how long will it take to be replied to?",596768
990370,354594,Sun Oct 22 13:11:38 +0000 2017,"@AmazonHelp Nein hatte ich noch nicht. Kann mir aber nur schwer vorstellen, dass es sich um einen Bug handelt. Ist eher schwach programmiert.",990369
1490345,466119,Sun Nov 26 03:25:50 +0000 2017,@AmazonHelp Turns out they lied about delivery time. They just dropped it off at 10:25pm. Thanks tho,1490344
1387781,442897,Sat Oct 28 09:36:49 +0000 2017,"@AmazonHelp Yes, thanks. Hopefully it is getting resolved as we speak",1387782
369270,198364,Sun Oct 08 22:06:35 +0000 2017,@AmazonHelp I received a defective item before my Prime subscription expired. Have to return it. Can I reorder &amp; get 2 day ship again to replace item?,369271
787915,307933,Thu Oct 12 10:41:09 +0000 2017,@AmazonHelp 12 hours ??? @115821 @117795 @118919 https://t.co/e5arQ4QJ2n,787914
13144,118701,Wed Nov 01 05:19:11 +0000 2017,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,13143
280675,182868,Fri Oct 06 10:36:06 +0000 2017,@AmazonHelp I am not able to login,280674
2790631,768712,Tue Nov 21 20:15:33 +0000 2017,@AmazonHelp I got the information. Thanks ...,2790630
2176351,321570,Thu Oct 19 13:56:45 +0000 2017,"@AmazonHelp If your company policy hurting customer sentiments and spoiling time and occassions, should this type of policy will continue or discontinue",2176349
1110779,382156,Tue Oct 24 02:32:45 +0000 2017,"@AmazonHelp いつも30分くらいで来てたのでなんでかなーっと思ってたところでした！
ご丁寧にありがとうございます！🙏",1110778
500676,234602,Fri Dec 01 20:23:32 +0000 2017,@AmazonHelp Just sent a chat noting my experience &amp; I was able to get on the phone w someone to remove the charge but I am all but certain I'm ending my account. I've just had too many security issues and now that there's been an actually charge I just don't trust @115821 w my financial info,500675
1714262,519122,Tue Nov 07 03:12:40 +0000 2017,@AmazonHelp this is hilarious it's just straight up a bot now,1714261
1103611,306985,Tue Oct 24 18:24:21 +0000 2017,"@AmazonHelp well not like the original one was delivered at all, prime or not",1103610
2600217,174523,Fri Nov 17 06:59:30 +0000 2017,"@AmazonHelp Vendido por Amazon.
Star Wars: Battlefront II - Edición estándar para PS4.
Salía hoy a la venta.
Si me avisáis antes, lo hubiese comprado en cualquier otro sitio. ☹️",2600216
2514693,716464,Mon Oct 30 08:54:19 +0000 2017,@AmazonHelp Parcels are being left on pavements or with bogus neighbours. Asking about carrier options and basically told nothing you can do,2514692
473363,227710,Fri Dec 01 09:34:28 +0000 2017,"@AmazonHelp Jop, sollte Gestern kommen... Ihr könnt nicht mit Prime und einer Lieferung binnen 3 Tagen für ein Produkt werben, wenn Ihr oder eurer Partner es nicht Liefern kann... Ich finde das Unfair gegenüber des Kunden, der auch am Wochenende in einen Laden gehen kann. https://t.co/eq0OyGdeSc",473362
701326,287420,Thu Nov 23 17:28:55 +0000 2017,@AmazonHelp They were supposed to be delivered by today bt there r still no updates,701325
2616435,739531,Fri Nov 17 14:32:03 +0000 2017,@AmazonHelp You betcha ✍️,2616434
1047278,367534,Mon Oct 23 11:17:42 +0000 2017,"@AmazonHelp Not had any updates yet, if I didn't go on Sony's blog I wouldn't have known - this is the item: https://t.co/gfh5ZLuHtb",1047277
379933,161882,Mon Oct 09 08:54:25 +0000 2017,@AmazonHelp Is it Amazon courier or something else?? Give me d Agartala address and contact number..I will contact them by myself..,379932
2200755,583617,Mon Nov 27 09:58:10 +0000 2017,@AmazonHelp Good morning tried to use your chat services this morning but it doesn’t give the option for chat on the link you sent me. Only email or phone. I have a bad cough at present to chat is the better option. Please help. https://t.co/OaHbfyh4q5,2200752
2385782,687596,Fri Oct 20 10:00:45 +0000 2017,@AmazonHelp Order detail-403-9958424-1981160. Pls provide resolution.,2385781
977814,351907,Sat Oct 14 08:41:46 +0000 2017,@AmazonHelp Called your customer support at 180030009009. Didn't get any update from them.,977813
183434,159137,Wed Oct 04 10:50:29 +0000 2017,@AmazonHelp Ridiculous,183431
2766377,280569,Tue Nov 21 10:01:55 +0000 2017,"@AmazonHelp It never was given, not that I remember. I pre-ordered them, so I expected them to arrive closer to the release dates. But now it's been weeks since their release and still no dispatch.",2766379
676866,281467,Thu Nov 23 06:32:47 +0000 2017,"@AmazonHelp Never works. No result from the last time, I can't even call the customer service",676865
2441720,688270,Tue Nov 14 23:37:48 +0000 2017,"@AmazonHelp ok, will do thank you for replying",2441719
2787696,778235,Tue Nov 21 19:12:48 +0000 2017,@AmazonHelp I'll send you guys a DM!,2787695
1395793,444580,Thu Nov 30 20:06:58 +0000 2017,@AmazonHelp Mandei print de detalhes do envio inbox.,1395792
1986995,588165,Wed Nov 08 08:24:11 +0000 2017,"@AmazonHelp Wouldn’t mind but I was going into town with 4 kids one 7 months to get quite a lot and thought I’d order these things to save traipsing the kids round all the shops. One was baby milk. Thought,will arrive the next day. I order loads from yourselves but this has put me right off.",1986992
2317036,214323,Fri Oct 20 01:49:56 +0000 2017,@AmazonHelp Please follow me so I can DM you ;),2317035
38561,124406,Wed Nov 22 18:48:37 +0000 2017,@AmazonHelp J’espère bien haha,38562
362429,201838,Mon Oct 09 20:32:10 +0000 2017,@AmazonHelp oh you have taken action every day. the latest after 5 days of waiting is lost in transit ordering me a new one. a bit of a joke this prime,362428
2677989,753632,Sun Nov 19 01:25:34 +0000 2017,@AmazonHelp Every time I try to send details about the fact your company has screwed me over the send button is not working,2677990
741526,297346,Wed Oct 11 14:13:04 +0000 2017,@AmazonHelp checked them and there's nothing there. i've never had a problem receiving emails from amazon before and i haven't changed my email or anything on my account :(,741525
1091280,377478,Mon Oct 23 23:45:34 +0000 2017,@AmazonHelp HUH?  So let me see I order thousands of dollars from Amazon and I have to do what? I have asked my neighbors they got shit,1091279
2269127,660325,Sat Nov 11 10:45:54 +0000 2017,@AmazonHelp I guess when it comes to Christmas - DO NOT TRUST the Amazon website!,2269126
1373383,439645,Thu Oct 19 02:19:31 +0000 2017,@AmazonHelp Nope! 18-20th. Not acceptable,1373381
442841,219967,Thu Nov 23 10:00:03 +0000 2017,@AmazonHelp All my claims about cashback are settled thanks amazon,442838
816326,314395,Thu Oct 12 16:43:57 +0000 2017,@AmazonHelp Sept 11 then last week it magically changed to the 16th to 20th.,816327
1047943,367688,Sat Oct 14 19:57:48 +0000 2017,@AmazonHelp Are you sure I am having your words now and I will show these prices with apple also how they can give their product,1047940
2285799,664217,Sat Nov 11 16:59:12 +0000 2017,"@AmazonHelp Ca je m'en doute, ce qui me chiffonne c'est que ça participe au clivage hommes/femmes. Parce qu'en plus, j'ai regardé ce qu'il y avait dans ces catégories et c'est quasiment la même chose, alors une telle différenciation est vraiment dommage.",2285798
205965,164788,Mon Nov 06 12:14:34 +0000 2017,"@AmazonHelp It used to say ""Dispatching today, delivery tomorrow"", now it says ""Dispatching tomorrow, delivery Wednesday"".",205963
409343,212595,Mon Oct 09 23:20:50 +0000 2017,"@AmazonHelp All taken care of. Stellar work.
Rahul 2020",409342
2448297,701784,Wed Nov 15 02:53:17 +0000 2017,@AmazonHelp I just got it after the expected time :(,2448296
1530923,474948,Tue Oct 17 01:54:03 +0000 2017,@AmazonHelp Yes loads of times and still nothing,1530919
2755639,517966,Mon Nov 20 21:53:31 +0000 2017,"@AmazonHelp it was supposed to be Saturday the 18 but got delayed, tracking showed it out for delivery today but just got another delayed message.",2755641
2364686,682706,Mon Nov 13 22:40:55 +0000 2017,@AmazonHelp Form compilata! 😊,2364685
1596998,490602,Tue Oct 17 10:52:56 +0000 2017,@AmazonHelp De la première paire que je renvoie,1596997
843606,177329,Sat Nov 25 12:39:41 +0000 2017,"@AmazonHelp Je suis moins film mais je les regarde. Au niveau Français c'est mieux mais je suis très compliqué ! Dany Boon je n'aime pas plus que ça, j'ai vu Rien à Déclarer que j'ai apprécié mais ces autres films ne m'attire pas plus que ça",843605
1537563,476653,Sun Nov 05 00:30:58 +0000 2017,"@AmazonHelp I received package from different order today, so I don't know what...'because the employee did not have access to the delivery location' is",1537561
176374,157499,Sat Nov 25 01:26:30 +0000 2017,"@AmazonHelp Sorry,  but in a return I would have waited 2 months to get the book back to the US, and 2 months to get it back, added to the 2 that I have already waited it’s 6 months since I placed the order! it’s a lot of time, I do not agree with it",176373
2400630,690725,Fri Oct 20 12:41:51 +0000 2017,"@AmazonHelp @115850  
You can contact me on 9739296040...",2400629
969639,230312,Sun Oct 22 12:15:00 +0000 2017,@AmazonHelp There isn’t anything except it says it was handed over to carrier today at 11am so why guarantee me delivery for today which isn’t going to,969633
535706,230748,Sat Dec 02 12:58:00 +0000 2017,@AmazonHelp all my Amazon packages have been delivered &amp; 1 SHOULD be by today. Just want to inform you that UPS is messing up everyone.,535707
2433635,327562,Sun Oct 29 13:37:27 +0000 2017,"@AmazonHelp Yes between yesterday and tommorow 

But I paid extra because I wanted it yesterday",2433636
