tweet_id,parent_text,customer_text,intent,escalation,escalation_reason,label_status,labeler,label_timestamp,confidence,notes,ai_intent,ai_escalation,ai_escalation_reason,ai_confidence
256686,@177043 It typically takes 90 days for the cashback to be processed. Did you happen to make the purchase during current sale? ^YP,@AmazonHelp Will Cash back amount transferred to my account,payment_issue,yes,Payment or billing investigation required,human_reviewed,human,2026-09-11T05:37:43.208708+00:00,High,Pre-filled from AI proposal (`account_login`). | Manual audit correction: account_login -> payment_issue. Customer is asking about cashback transfer/payment. | Manual audit correction: escalation -> yes. Reason: Payment or billing investigation required,account_login,yes,Account access and login verification required,High
948456,"@344926 Can you replicate the problem on another device not on your network? Also, please double check if you have any updates. ^TL",@AmazonHelp It's definitely a network issue. not sure at all what's causing it.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:44:32.986038+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2950819,"@814863 Entiendo, Juan. ¿Nos podrías comentar si el pedido es vendido y enviado por Amazon o por un vendedor externo en nuestro sitio web? ^AA",@AmazonHelp es un vendedor externo del sitio de uds.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:44:33.434157+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
358782,"@200975 Please don't share any sensitive details for security reasons. To confirm, are you using an https://t.co/nUUp5MLhYl Gift Card? ^CO",@AmazonHelp So how to use gift card ?? I have balance but can’t order,payment_issue,yes,Payment or billing charge investigation required,human_reviewed,human,2026-09-11T05:37:47.656358+00:00,High,Pre-filled from AI proposal (`payment_issue`).,payment_issue,yes,Payment or billing charge investigation required,High
1201257,"@137608 Sorry for any troubles caused! Without sharing account information, could you let us know what happened? We're here to help! ^TH",@AmazonHelp For the 3rd time - I ordered a gift that was $253. It dropped in price the day after I ordered - it hadn't even arrived at my house yet /1,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:37:48.984042+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1082342,@208453 You may need to reach out to our home services team directly help research this. Go here to reach out: https://t.co/hApLpM3Ejd,"@AmazonHelp I did. That is how I learned the ability to get estimates doesn't exist. Update your records @AmazonHelp  
All a BIG waste of time!",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:37:50.198948+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2205209,@161019 I'm sorry it's not arriving as expected. What's the delivery date provided in your order confirmation e-mail here: https://t.co/YW8XsddruH? ^JM,@AmazonHelp November 16th when the deluxe which I preordered releases on the 14th.,order_status,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:44:33.985464+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> order_status,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1258279,@414841 Kindly connect with us via the above link. We'll check this for you. ^SG,@AmazonHelp Connection is also not fetching any results... Amazon help is fake,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:44:35.136035+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1136583,@387760 That's quite a comment! Could you please tell elaborate on what went wrong? ^SA,@AmazonHelp I had purchased a BPL TV on 17.10.17 vide order id 404 9362662 5480344 bt it was arrived DOA and the screen badly damaged. Placed for return,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:44:56.860677+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
2093938,@618698 Sorry to hear that your order was returned. Please fill out this form: https://t.co/GIJyeYqKE0 and we'll look into this. ^AM,@AmazonHelp यहorder mi store से किया था mi storeवालो ने बडी चालाकी होशियारी से इसorderको इसलिए बीच रास्ते सेreturnकिया था ताकि यह2000रूपये बचा सके क्योकि मेराorderदीवालीofferमें था https://t.co/rcJYqbGeTu,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:44:58.144371+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
778160,@305547 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. 1/2^HN,@AmazonHelp I have filled these details last night which I have received on Facebook.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:37:58.731445+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
794473,"@309431 That is unusual, Sanjay. Could you please let us know the error that you are receiving when you reach out to our team ? ^KS","@AmazonHelp Err : 'we are not able to find your order, for more please our website'.

It that mean without any order i cannot talk to customer care.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:02.303189+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
77332,"@133239 Hello, all of our associates are trained to help you with your query. Can you share with us what is occurring. We will try to help if possible.^CR",@AmazonHelp Are you saying an Amazon customer that can’t understand the Indian customer service really can understand them? And I’m unable to speak to anyone in America? Please advise,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:03.802766+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1729620,"@522743 Did you happen to connect with our support team? If not, you can report this here: https://t.co/R3EfhzgU8B. ^CB","@AmazonHelp Yes, I hace already dropped them an email. Waiting for the reply.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:05.215687+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2747148,"@769251 ¡Hola, RTrujillo! ¿Cuál es la fecha de entrega estimada indicada en el correo de confirmación del pedido? ^DS","@AmazonHelp Hola, el anuncio decía entrega en 1 día. Lo compré el 17 Nov y el 18 Nov el rastreo decia que me lo entregarían ese día. Entrega al día siguiente para mi significa eso. Por eso me suscribí a Prime. Tengo las capturas de pantalla de todo el proceso. https://t.co/s7LpkITn52",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:44:58.708529+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1816375,"@545634 That's strange, what is the error your getting? ^RW","@AmazonHelp Not able to login ....
If I go using Forgot password, followed by Authorisation code - it does not allow me to checkout ...",account_login,yes,Account access and login verification required,human_reviewed,human,2026-09-11T05:38:07.779407+00:00,High,Pre-filled from AI proposal (`account_login`).,account_login,yes,Account access and login verification required,High
988059,@354106 Apologies for the delay in pickup. Please fill in your details here : https://t.co/GIJyeYqKE0 and we'll reach out to you soon. ^AS,@AmazonHelp Filled in the details.. talked to CC Rep on 15 oct.. was told that return will be picked up in 24 hrs.. its 18 Oct now. Still no show!,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:44:59.099020+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
581173,"@256947 Hi, when you placed the order did you receive an email with an expected delivery date?^BZ",@AmazonHelp Hi - yeah I ordered it yesterday on Prime and the delivery date says today. https://t.co/OR1HH1BiB2,order_status,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:45:01.179265+00:00,High,Pre-filled from AI proposal (`delivery_issue`). | Final semantic audit: intent delivery_issue -> order_status,delivery_issue,yes,Delivery problem requires package tracking and status check,High
577082,"@255818 Apologies, we can't access your account here for security reasons, please contact us by phone here: https://t.co/JzP7hlA23B so this can be looked into further. ^JJ",@AmazonHelp They just keep telling me they refunded me so they can't do anything else! I didn't ask them to refund me. You've given me nothing but hollow apologies.,refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:45:01.766108+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
23980,@121155 Please keep us posted Charlotte. ^RS,@AmazonHelp one of your amazon colleagues said there is an issue with the system and that it is currently being fixed,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:02.271814+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1356323,@436247 Hm. That's odd. Reach out to us here: https://t.co/hApLpMlfHN so we can look into this with you. We want to help! ^ZW,@AmazonHelp I sent an email to CS earlier. I don’t think it was read. Response had absolutely nothing to to with my situation. Complete waste of time.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:17.267594+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1714198,@519112 Sorry for the trouble! We're here to help. Do you mind telling us a little more about what's goin on? ^BL,@AmazonHelp General experiences with amazon lately. I emailed feedback and got generic form replies...,non_action_or_context,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:38:19.412755+00:00,High,Pre-filled from AI proposal (`delivery_issue`). | Final semantic audit: intent delivery_issue -> non_action_or_context,delivery_issue,yes,Delivery problem requires package tracking and status check,High
2825595,"@786963 Afin que l'on puisse vérifier pour vous, je vous prie de nous envoyer un email à :  __email__
Merci d'y indiquer votre identifiant Twitter ainsi que toute information relative à votre compte client Amazon. 
^SA",@AmazonHelp Je vous ai envoyé les informations nécessaires. Veuillez prendre une action bientôt et m'aider à récupérer mes commandes au plus tôt.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:02.660297+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
667744,@279162 I'll surely pass on your comments to our relevant team internally. ^SH,@AmazonHelp Was there a reaction of the comments you forwarded,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:21.849539+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1609081,@494041 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,@AmazonHelp That's fine but when I pay for prime next day delivery I would expect it. Item was a safety gate needed for the next day!,delivery_issue,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:38:23.590265+00:00,High,Pre-filled from AI proposal (`delivery_issue`).,delivery_issue,yes,Delivery problem requires package tracking and status check,High
1211675,@404394 I'm sorry about the unpleasant experience. I'll be sure to pass on your feedback intenally. ^GD,@AmazonHelp I won't at all tolerate such behavior from you Amazon. This is unacceptable. Make sure you take proper action against such staffs of yours,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:25.227351+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
434439,@218231 Thank you for confirming! Did you send in the information today? An account specialist should be in touch shortly. ^FD,@AmazonHelp yes i sent it today,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:03.212463+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
845285,@298995 We can not access your account via Social Media. Do you have any other pending orders or subscriptions ? ^TD,@AmazonHelp In French,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:31.213929+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1111497,"@382348 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. (2/2) ^AU","@AmazonHelp Rather than being concern about the customer problem, you are more concerned about the info that highlight your poor service.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:33.388874+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1338511,"@432212 Hi, the credit card provider should be able to get this sorted. You can reach them by phone or at https://t.co/yNQJz1ga9q ^PF",@AmazonHelp Are you saying I'll get login details later and can then query it by messaging? At the moment I feel annoyed that Amazon refuse to help.,account_login,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:38:34.872971+00:00,High,Pre-filled from AI proposal (`delivery_issue`). | Final semantic audit: intent delivery_issue -> account_login,delivery_issue,yes,Delivery problem requires package tracking and status check,High
31837,"@123028 That's quite a remark, Sidharth. Did any of yours concerns regarding your recent  orders went unaddressed? ^NK",@AmazonHelp i better stop ordering from @115850 and start ordering from elsewhere. there is no more time commitment or customer satisfaction left,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:36.087588+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
