golden_tweet_id,golden_text,golden_intent,predicted_intent,predicted_escalation,similarity,historical_customer_text,historical_brand_reply,draft_reply,reason,human_evidence_supported,human_reason
2184752,"@AmazonHelp @115821 @144777 @146956 @2156 @1560  your team is not giving the refund and forcefully asking me to go for replacement which will take a weeks time, learn something from #Flipkart which is indian company and help the best way they can. Mistake of shopping in #Amazon",refund_issue,refund_issue,False,0.2685564340431951,"@AmazonHelp Cherry Garcia, which is objectively the best flavor!","@205808 Oh wow, I need to try some of that! Sounds unreal! Well enjoying adulting, I need to go buy that ice-cream now.^CD",We are sorry to hear about your recent experience. Could you please share more details about what went wrong so we can look into this for you?,"The customer is complaining about a refusal to issue a refund and being forced into a replacement, which requires gathering details about the experience to assist further, matching the resolution strategy in Evidence 2.",no,The retrieved historical example is unrelated to the customer's refund dispute and provides no evidence supporting the agent's handling.
1085349,@AmazonHelp Why do I still have an erection after 7 hours,non_action_or_context,non_action_or_context,True,0.3353726510380024,@AmazonHelp Why?,@665473 There may also be technical or licensing reasons why we're unable to deliver a product to a particular country. You'll find more information about where the various product groups can be sent to here: https://t.co/JRnvCUoFCz ^SK,"Hello, we are unable to assist with medical concerns. Please contact a healthcare professional or emergency services immediately.",The customer is asking a medical question that is completely unrelated to Amazon support and requires immediate professional medical attention.,no,The retrieved historical example is unrelated to the medical concern and provides no evidence supporting the agent's handling.
1255717,"@AmazonHelp I'm writing you correspondence from past few days, it's of no use",non_action_or_context,non_action_or_context,False,0.3081561121639706,@AmazonHelp It’s of no use n I have thrown away that useless empty ink bottle n packet as well,@414841 Kindly connect with us via the above link. We'll check this for you. ^SG,We apologize for the frustration. Please reach out to us here: https://t.co/zYVX1Qi29G so we can look further into this for you.,"The customer is expressing ongoing frustration, and historical evidence supports providing a link to connect with our support team for further assistance.",yes,"The historical example shows a similarly frustrated customer being directed to support for further investigation, which supports the agent's handling."
69902,"@AmazonHelp It’s not there. Should i send you the screenshot via DM? Also, can you guys call &amp; resolve? Thanks!",non_action_or_context,non_action_or_context,False,0.337148845777791,@AmazonHelp Sending in the screenshot via DM. Please check!,"@131820 I understand that you haven't received the correspondence, please share your details here https://t.co/GIJyeYqKE0 and we would get back to you. 
Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MD","Thanks for reaching out! Please share your details securely here: https://t.co/vlvfJr4nN9 so we can assist you further, and kindly avoid sharing personal information like order details or phone numbers publicly on Twitter.","The customer is asking to send a screenshot via DM and for a phone call. Based on historical evidence, we should direct them to our secure support link and remind them not to share personal information publicly.",yes,"The historical response supports using a secure support link and avoiding sharing personal order details publicly, which matches the agent's handling."
962050,@AmazonHelp Why reschedule my order without any information and they mentioned as per customer request order reschedule,delivery_issue,non_action_or_context,True,0.3595450273271163,"@AmazonHelp Ur delivery dept has rescheduled the delivery &amp; disgustingly mentioned ""as per customer request""
Its too poor practice Mr @115851","@193294 That was unintended. However, could you confirm if you've reached out to our support team? ^MS",,"The historical evidence shows similar complaints about orders being rescheduled or canceled without notice, but does not provide a definitive resolution or policy to address the customer's specific grievance regarding the false 'customer request' reason, requiring human intervention.",yes,The historical example closely matches the complaint about an incorrect customer-request rescheduling and supports human follow-up.
1395566,@AmazonHelp The customer service reps I have spoken with cannot provide me with any solid information about when I can expect my shipment. Im very upset,order_status,non_action_or_context,True,0.2770464934937896,@AmazonHelp When can I expect,@523183 I'm afraid we won't be able to speculate any time frame. Keep an eye our website for updates. ^MO,,"The historical evidence is insufficient to provide a definitive resolution regarding the shipment timeframe, so the request must be escalated to a human agent.",yes,The historical example directly matches the shipment timeframe issue and supports avoiding an unsupported delivery estimate and escalating the case.
784756,"@AmazonHelp Oui. Et j'ai même active ""haute précision""",non_action_or_context,non_action_or_context,False,0.4335498368349333,@AmazonHelp oui et oui et pour info amazon.ca,@569103 Je vous prie de contacter le SAV Amazon.ca via ce lien https://t.co/09RwrcEb6G ^SN,Je vous invite à remplir le formulaire disponible via ce lien afin que nous puissions vérifier votre dossier en détail.,"The customer's issue requires checking their specific case details via a secure form, matching the resolution strategy in the historical evidence.",yes,The historical response supports directing the customer to a support form to check their specific case.
1510496,@AmazonHelp It's being delivered again today. Due Tuesday &amp; each day has said it will be delivered today. It left for locker delivery Tuesday evening.,delivery_issue,delivery_issue,False,0.2812253844422909,@AmazonHelp It's still a day late even if it says it's being delivered today. https://t.co/vF67pfyJqm,@480672 My apologies for this Stacey. Please get in touch with us: https://t.co/JzP7hlA23B and we'll be happy to investigate. ^DC,Apologies for the delay with your locker delivery. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this for you.,The historical evidence supports directing the customer to the contact link to investigate delivery delays.,yes,The historical example closely matches the delivery delay and supports directing the customer to Amazon support for investigation.
1131268,"@AmazonHelp There are too many inconsistencies in this situation. Then, Agatha. 😩🤮 The rep that stated that",non_action_or_context,non_action_or_context,True,0.3901751452603986,@AmazonHelp There are too many items price show wrong on amazon website,"@158430 As informed earlier, we'll forward this to our concerned team to get this resolved. ^OS",,"The customer's message contains ambiguous complaints about inconsistent information and a representative named Agatha, and the available historical evidence does not provide a relevant resolution strategy for this specific situation.",no,"The historical example concerns incorrect product prices, not inconsistencies involving a support representative, so it does not sufficiently support the agent's handling."
514664,@AmazonHelp El pedido es directamente de Amazon y los dos casos de la foto se tratan de productos vendidos y enviados por Amazon directamente y con Prime disponible,non_action_or_context,non_action_or_context,False,0.4885462018172482,@AmazonHelp Directamente de Amazon...,@576394 Te has comunicado con el transportista Sandra? Si no lo has hecho puedes hacerlo siguiendo este enlace: https://t.co/mf6F3TXXu8   ^JJ,Hola. ¿Ya te pusiste en contacto con el transportista para verificar el estado de tus productos?,"The customer is specifying that the items are sold and shipped by Amazon with Prime, and historical evidence suggests guiding them to check with the carrier regarding their shipment.",yes,"The historical example concerns an Amazon order and supports checking with the carrier about shipment status, which matches the agent's handling."
1261104,@AmazonHelp It was amazon. It was you guys,non_action_or_context,non_action_or_context,False,0.7802377425575433,@AmazonHelp It was amazon.,"@132658 Even with an exchange, the delivery man would not be to collect at the same time. Did you discuss the return with us ? ^TD",We want to look into this further. Could you share more details about what happened so we can assist you?,"The customer is frustrated regarding an issue with Amazon, and we are asking for more details to investigate, aligning with historical resolution strategies.",yes,The historical example is highly similar and supports asking the customer for more details to investigate the issue.
2923515,@AmazonHelp こちらこそいつもありがとうございます。色々と助かってます。私のプレゼントもアマゾンさまから届くといいのですが(^_^;)残念ながら旦那サンタは見ていないようです,non_action_or_context,non_action_or_context,False,1.0,@AmazonHelp ご返答ありがとうございます。ちなみに韓国ドラマの朱蒙がとても見たいので、今は配信停止しているようですが再開を期待してます。大変だと思いますが頑張ってください！,"@774059 恐れ入ります m(_ _)m　これからもお客様にお楽しみいただけるよう、セレクション拡大に努めてまいりますので、今後もご愛顧いただければ幸いに存じます。
リプライいただきありがとうございました！HM",温かいお言葉をいただき、誠にありがとうございます！旦那サンタからの素敵なプレゼントが届くよう、私たちも陰ながら応援しております。今後ともAmazonをよろしくお願いいたします。,"Customer is sharing a lighthearted personal remark and expressing gratitude, which can be appropriately addressed with a friendly, polite acknowledgment based on historical interaction patterns without needing human intervention.",yes,"The historical example closely matches the customer's grateful, lighthearted message and supports a friendly acknowledgment without escalation."
2859765,"@AmazonHelp Time to declare war, I think.",non_action_or_context,non_action_or_context,True,0.4366300889562998,@AmazonHelp time to start training staff. https://t.co/8E3nIgvGvR,"@301227 Please don't share your order details, we consider it to be personal info. Our Twitter page is visible to the public. ^MP(3/3)",I'm sorry to hear that you're feeling this way. Could you please share more details about the issue you're experiencing so we can help?,"The customer's message is ambiguous and aggressive, and the historical evidence does not provide a clear resolution strategy for this specific type of statement, requiring human intervention.",no,The historical response is about protecting order details and does not support the agent's handling of this ambiguous and aggressive message.
425081,@AmazonHelp I spoke with someone from your leadership group.  The items are made to order and your website was incorrect.  They are addressing the issue.  TY for your reply.,non_action_or_context,non_action_or_context,False,0.2653895423492064,"@AmazonHelp @AmazonHelp spoke with your customer care, but they are not helpful",@184483 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,You're very welcome! Please let us know if you need anything else.,"The customer is satisfied, confirming their issue is being addressed by leadership and thanking support. The historical evidence strongly supports a polite closing response without needing further escalation.",no,The historical example concerns an unresolved customer-care issue and does not provide sufficient evidence for a polite closing response after the issue is already being addressed.
1492723,"@AmazonHelp That’s fantastic, but why is there 3 x 44.98 waiting to be authorised? Does this mean that Amazon has asked for the payment 3 times?",payment_issue,payment_issue,True,0.315438597798552,@AmazonHelp What does this mean???,"@169199 If you wrote to us, must have received our response here :  https://t.co/DTSNmGldJf . Do check for the same. ^CB","I understand your concern regarding the pending authorizations. Since the historical evidence is insufficient to address multiple pending charges directly, I will escalate this for you.","The historical support evidence is weak and ambiguous regarding multiple pending payment authorizations, requiring human intervention.",no,The historical example is too vague and does not provide evidence about multiple pending payment authorizations or charges.
794473,"@AmazonHelp Err : 'we are not able to find your order, for more please our website'.

It that mean without any order i cannot talk to customer care.",non_action_or_context,non_action_or_context,False,0.3141852948488878,@AmazonHelp And My phone get automatically disconnect ...Reply is we are not able to find your product,@297361 As you've reported this to our team Abhishek. We'll work on it and get back to you. ^HN,Please log in to your registered account and reach out to our team through our support page so we can look into this for you.,The historical evidence provides a clear resolution path to direct the customer to log in to their account and contact support through the official link.,no,The historical response supports follow-up by Amazon but does not establish that the customer must log in or use the specific support path given by the agent.
1714198,@AmazonHelp General experiences with amazon lately. I emailed feedback and got generic form replies...,non_action_or_context,delivery_issue,True,0.2749666641474522,@115850 all my last experiences with you. 😤😤😤 https://t.co/ycw8E4cYi0,"@663619 That seems to be strange, have you reported this to our support team? If not get in touch with our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^SU",,"The customer is expressing ongoing dissatisfaction with recent experiences and is frustrated by generic form replies. Based on the historical evidence, this requires human intervention to properly address the feedback.",yes,The historical example also involves repeated dissatisfaction and supports directing the customer to support for further assistance.
1432232,@AmazonHelp Merci. Bonne fin de journée.,non_action_or_context,non_action_or_context,False,0.7737154021297649,@AmazonHelp Merci pour l'info. Bonne fin de journée.,@511103 À votre service. Bonne fin de journée à vous aussi. ^FA,Avec plaisir ! Bonne fin de journée à vous aussi.,"The customer is simply expressing gratitude and wishing a good end of the day, which can be handled directly using standard polite phrasing based on the historical evidence.",yes,The historical example closely matches the customer's gratitude and supports a polite response in the same context.
2898960,"@AmazonHelp I am 100% that I did cancel it, but found out I was charged yesterday. I'm not sure I understand how it works if I cancel and am still charged.",cancel_order,cancel_order,True,0.2405304397344807,@AmazonHelp I am still waiting,@326613 Please wait till the requested time frame and we'll reach out to you soon. ^HK,Apologies for any confusion regarding your recent charge after cancellation. We would like to take a closer look at this for you.,"The historical support evidence is weak and does not provide a direct resolution for unexpected charges following a cancellation, requiring human agent intervention.",no,"The historical example is unrelated to cancellation and unexpected charges, so it does not sufficiently support the agent's handling."
1490345,@AmazonHelp Turns out they lied about delivery time. They just dropped it off at 10:25pm. Thanks tho,delivery_issue,delivery_issue,True,0.3009696315076582,@AmazonHelp Iv dropped it off already ? https://t.co/5qc8a6wWr5,"@333175 We'd like to look into this with you! When you can, please contact us by phone or chat here: https://t.co/JzP7hlA23B ^AB",,"The customer is reporting a late, dishonest delivery update, and the historical evidence does not provide a direct resolution strategy for this specific complaint, requiring human intervention.",no,"The historical example is not sufficiently specific to a late delivery or inaccurate delivery-time update, so it does not adequately support the agent's handling."
1734515,"@AmazonHelp Quello che vedete in foto e io non sono Fulvio. Potete contattarmi, sono giorni che chiedo di farlo!",non_action_or_context,non_action_or_context,True,0.4141991396648095,"@AmazonHelp La invito a controllare personalmente se può e a spiegare questa immotivata faccenda ai superiori. Io sono in attesa di spiegazioni !Lo segnali lei.io non compro recensioni e tutte quelle che ho sono di chi ha apprezzato il libro, controllate quelle che  sparano a 0 invece
S.D",@802491 Da Twitter non abbiamo la possibilità di accedere ai dati del tuo account. Per questo motivo ti abbiamo suggerisco di contattare i colleghi del Servizio Clienti per avere assistenza. ^FS,"Ciao! Poiché non possiamo accedere ai dati del tuo account da questo canale, ti invitiamo a metterti in contatto con i colleghi del Servizio Clienti per ricevere l'assistenza adeguata e risolvere questa situazione.","The customer is reporting an account mix-up or identity issue and is urgently requesting direct contact, which requires secure verification and support from the customer service team.",yes,The historical response directly supports directing an account-related issue to Customer Service because account data cannot be accessed through Twitter.
1860946,@AmazonHelp Got it figured out thank you,non_action_or_context,non_action_or_context,False,0.6550220497994663,@AmazonHelp Was able to get it figured out - thank you!,@300846 Thanks for keeping us posted! Please let us know if you need any further assistance. ^BH,Thanks for keeping us updated! Please reach back out if anything else comes up.,"The customer stated they figured out the issue and only requires a polite acknowledgment, which is fully supported by historical evidence.",yes,The historical example closely matches the resolved issue and supports a polite acknowledgment with an offer of further assistance.
977814,@AmazonHelp Called your customer support at 180030009009. Didn't get any update from them.,non_action_or_context,non_action_or_context,False,0.409685970546378,@AmazonHelp I didn't get any update on this .,@217028 Kindly check for any latest correspondence from our side here: https://t.co/NTkrxpsbHJ. ^GS,We apologize for the unpleasant experience with our support team. Please share your details here: https://t.co/GIJyeYqKE0 so we can look into this right away.,Sufficient historical evidence available to guide the response requesting details for further assistance.,no,"The historical response supports checking for an update, but it does not provide sufficient evidence for the specific support link and request for details used by the agent."
229969,@AmazonHelp Tankiewwwwwww sooooooooooooooo muchhhhhhhhhhhhhhh ❤❤❤❤❤❤❤,non_action_or_context,non_action_or_context,False,1.0,@AmazonHelp 😥😥😢😢😭😭,@425205 No te pongas triste. Hay muchas series buenas para disfrutar. 😍📺  ^JJ,¡De nada! Nos alegra mucho poder ayudarte. Que tengas un excelente día. ❤,"The customer is simply expressing gratitude, which is fully addressed by acknowledging their kind words based on historical interaction patterns.",no,The historical response is unrelated to the customer's expression of gratitude and does not sufficiently support the agent's friendly acknowledgment.
1469146,"@AmazonHelp It shows a new delivery date of tomorrow or Saturday. That’s rude, I️ could’ve gotten it at the store. 😑",delivery_issue,delivery_issue,False,0.2863739339064122,@115821 what’s the point of preordering the book if i could’ve gotten it faster by ordering it today?? https://t.co/kb2K8GeTKc,"@291347 I'm sorry for the wait, Emily! Was this placed as a Prime order with Two-Day Shipping? ^WT",I'm sorry for the delay and the frustration regarding the new delivery date. Please reach out to us directly so we can take a closer look at your order details: https://t.co/hApLpMlfHN,"The customer is expressing frustration over a delayed delivery, and following historical evidence 3, we can direct them to our support link for further assistance without promising specific outcomes or accessing the account directly.",no,The historical example is related to delayed delivery expectations but does not support the specific support link or handling used by the agent.
1735218,@AmazonHelp No I had an email saying I needed to fax information to Amazon from a legitimate Amazon email address before I could access my account.,account_login,account_login,False,0.2422790860986923,"@AmazonHelp I recently received an email saying I needed to reset my password, how can I tell it's an authentic email from Amazon?","@523163 Hey! We'd love to help! You can find tips on investigating suspicious e-mails here: https://t.co/blrpObs8r8 

Keep us posted! ^AJ",We want to make sure your account is secure. Please check out our helpful tips for identifying authentic communications from Amazon at https://t.co/blrpObs8r8.,"The customer is concerned about a suspicious email regarding account access, and historical evidence provides a direct resource for verifying authentic Amazon emails.",yes,The historical example directly supports using Amazon's guidance for verifying suspicious or authentic emails related to account access.
1293713,@AmazonHelp Today im not going to be able to answer the door bc im locked in. And i NEED these supplies today for a commission 😂😭,non_action_or_context,non_action_or_context,True,0.2658873835237128,@AmazonHelp Today :),"@279909 Thanks for clarifying. While I understand this may be disappointing, please reach us here: https://t.co/JzP7hlA23B for available options if the tracking hasn't updated by morning. ^EZ",,"The historical evidence is weak and insufficient to handle a customer locked inside their home needing urgent delivery assistance, so the issue must be escalated to a human agent.",no,The historical example only concerns a delivery tracking update and does not sufficiently support handling the customer's urgent and unusual delivery situation.
944121,"@AmazonHelp @115850 Hello Amazon.
My Register Cell No 9092196296 #MyCart3Items Plz #SendToMe on #MyDeliveryAddress This is #MyLastRequest",delivery_issue,non_action_or_context,True,0.3951179062895706,@115850 hello,"@294484 Hi, how can we assist you today? ^RW","Hello! I am sorry, but I am unable to process order requests or access account details through social media. Please reach out to us directly through our official customer service channel so we can assist you safely.","The customer is sharing personal information and requesting order placement via social media, which requires secure handling by a human support agent.",no,The historical example is only a greeting and does not support the agent's specific handling of account details or order requests through social media.
2879492,"@AmazonHelp Yes, i had received an email that we have escalated it to tje concerned team and the issue will be sorted soon but still ko luck. Please help in reinstate my account",account_login,account_login,False,0.4201260687725977,@AmazonHelp Yes I had received an email.,@199027 Kindly revert to the email for further updates. ^MS,We apologize for the continued delay regarding your account. Please keep an eye on your email for further updates from the team handling your escalation.,"The customer is following up on a pending escalation, and historical evidence advises asking them to watch for email updates.",yes,The historical response directly supports directing the customer to email for further updates on a pending issue.
1047943,@AmazonHelp Are you sure I am having your words now and I will show these prices with apple also how they can give their product,non_action_or_context,non_action_or_context,True,0.3121581026903108,@AmazonHelp are you sure? https://t.co/hzKgwGy4gZ,"@393065 The e-mail you received wasn't from Amazon.in. We recommend that you delete the e-mail/ do not respond. For your protection, do not respond to it, and do not open any attachments or click any links it contains. ^GD",,"The customer's inquiry regarding pricing comparisons with Apple and the validity of their current interaction is ambiguous, and the historical evidence does not provide a direct resolution strategy for this specific type of query.",no,The historical response concerns a suspicious email and does not provide relevant evidence for the customer's pricing and Apple product discussion.
596766,"@AmazonHelp I have just sent an email, how long will it take to be replied to?",non_action_or_context,non_action_or_context,True,0.454450050531884,@AmazonHelp Just sent an email.,@487194 Thanks for keeping us in the loop. Let us know if you need anymore help. ^JP,,"The historical evidence does not contain information regarding email response times, requiring escalation to a human agent.",no,"The historical response does not provide any information about email response times, so it does not sufficiently support the agent's handling."
1216300,@AmazonHelp I don't want your sorry. I want my money back which I paid for a service which you are unable to provide.,refund_issue,refund_issue,False,0.4079402671006884,@AmazonHelp Plz return my money back which i paid for prime membership as you were failed to provide me service.,@170830 Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,I understand your frustration regarding the service. Please reach out to our support team via phone or chat through this link: https://t.co/EKXRLsnxJu so we can look into this for you.,The historical evidence provides clear guidance to direct the customer to contact support via phone or chat to look into refund and service issues.,yes,The historical example closely matches the refund request for an unavailable service and supports directing the customer to support for investigation.
1660098,"@AmazonHelp Damn it, people! How effing hard is it for you to actually reply to people RIGHT???? Once again, you replied to YOURSELF!!!",non_action_or_context,non_action_or_context,True,0.2534072462721846,@AmazonHelp just action all my previous requests for you to actually unlock the account.,@559457 Apologizes for the delay in response Matthew- We have received your details and will be in touch directly. ^NV,,The historical evidence shows low similarity scores and does not provide a direct resolution strategy for handling a customer complaining about a system error where the support team replied to themselves.,no,The historical example concerns an account-unlock request and does not sufficiently support handling a complaint about support replies being sent incorrectly.
1986979,"@AmazonHelp I would, but I’ve already sent over 100 emails and you can’t be bothered to read those so why should I bother with yet another? #iseless",non_action_or_context,non_action_or_context,False,0.2952471185523721,@AmazonHelp Can’t be bothered to deal with this anymore.,@406793 I certainly understand! We'd be more than happy to get this looked into through the link previously given. ^HC,I understand your frustration with this ongoing issue. Please share your account details through the link we provided earlier so we can look into this further for you.,"The customer is frustrated about multiple unanswered emails, and historical evidence shows a successful resolution strategy of directing them to share details via a previously provided link.",no,The historical example supports continued investigation but does not sufficiently support asking the customer to share account details again after many unanswered emails.
1097256,"@AmazonHelp @115850 @115821 @115830 i have already reply &amp; this isn't 1st time, looking out 4 extended help to avoid such foolishness in future 1/2 https://t.co/XeTgG7deiZ",non_action_or_context,non_action_or_context,True,0.2948933472908226,@AmazonHelp @115850 @115821 @115830 this isn't 1st time i am hearing this and it's been almost 4 day i have been waiting for this issue,"@378928 Please be assured, our concerned team would reach out to you with an update soon. ^GS",,"The historical evidence is too weak and ambiguous to address the customer's specific frustration regarding recurring issues and a request for extended help, requiring human intervention.",yes,The historical example involves a recurring unresolved issue and supports involving the concerned team for further assistance.
1303649,@AmazonHelp This is the latest one I have received. Now stop this nonsense please. https://t.co/XcNWe8q0FQ,delivery_issue,delivery_issue,True,0.3772416365893615,Hey @amazonhelp what is this nonsense? https://t.co/xqhRYBmFkv,"@727551 Oh my! I'm sorry for the troubles. Just to clarify, what is the current order status showing? ^AL",,"The customer is expressing ongoing frustration about receiving unwanted communications with a link, and the historical evidence does not provide a clear resolution policy for this specific situation.",no,The historical response concerns checking an order status and does not provide a clear handling strategy for the customer's complaint about unwanted communications.
2787696,@AmazonHelp I'll send you guys a DM!,non_action_or_context,non_action_or_context,False,0.8334698733014525,@AmazonHelp I'll send you a DM now.,@316186 We'll be watching for you! ^PF,We will keep an eye out for your message!,"The customer stated they will send a direct message, and historical evidence supports acknowledging this waiting state.",yes,The historical example closely matches the customer saying they will send a DM and supports acknowledging and waiting for the message.
2766252,@AmazonHelp sir u refund my blance 9997. and 16.11 u agian refund amount revarece debit.,refund_issue,refund_issue,True,0.4749432758096954,@115850 sir please help me i am purchase amazon price 9997 but problem refund amount 9997 10.11.2017 after refund 16.11.2017 9997 amount debit whith out my permision. how it possibel. what is the privacy?a copy send sbi,"@281039 I'm sorry, did you report about this to our customer service team? ^SI","I'm sorry to hear that an amount was debited after your refund. Because we cannot access your account details here on social media, could you please contact our customer service team directly so we can look into this for you?","The customer is reporting an unauthorized debit of a refunded amount, which requires account-specific investigation and escalation to customer support.",yes,The historical example closely matches the unexpected debit after a refund and supports directing the customer to customer service for investigation.
535706,@AmazonHelp all my Amazon packages have been delivered &amp; 1 SHOULD be by today. Just want to inform you that UPS is messing up everyone.,delivery_issue,non_action_or_context,True,0.2743338925202842,@AmazonHelp I am pleased to inform you that I have received my parcel.,@221191 Fantastic! So glad to hear it. Please do not hesitate to let us know if you have any other questions! ^NM,,"The customer is providing general feedback about a carrier rather than requesting specific support, and the available historical evidence is insufficient to handle the situation directly.",no,The historical example is about a successfully delivered parcel and does not sufficiently support handling a complaint about UPS delivery problems.
